Period,Number,Premium,Big/Small
20250424100011228,4,54034,S
20250424100011227,5,10105,B
20250424100011226,1,30031,S
20250424100011225,4,54764,S
20250424100011224,1,69301,S
20250424100011223,4,58874,S
20250424100011222,9,99279,B
20250424100011221,3,99653,S
20250424100011220,0,21170,S
20250424100011219,8,62908,B
20250424100011218,4,16424,S
20250424100011217,7,50417,B
20250424100011216,1,83031,S
20250424100011215,4,87624,S
20250424100011214,2,20032,S
20250424100011213,3,76413,S
20250424100011212,6,65126,B
20250424100011211,1,66551,S
20250424100011210,5,67455,B
20250424100011209,0,33010,S
20250424100011208,4,11054,S
20250424100011207,1,80041,S
20250424100011206,8,98478,B
20250424100011205,8,18358,B
20250424100011204,3,41993,S
20250424100011203,9,72999,B
20250424100011202,2,30352,S
20250424100011201,0,16350,S
20250424100011200,1,37941,S
20250424100011199,7,97067,B
20250424100011198,6,62026,B
20250424100011197,1,88291,S
20250424100011196,5,55565,B
20250424100011195,7,17867,B
20250424100011194,4,56084,S
20250424100011193,6,21646,B
20250424100011192,0,87100,S
20250424100011191,1,16451,S
20250424100011190,7,93057,B
20250424100011189,2,61522,S
20250424100011188,8,24548,B
20250424100011187,0,43500,S
20250424100011186,3,60913,S
20250424100011185,0,85600,S
20250424100011184,7,10267,B
20250424100011183,4,50254,S
20250424100011182,7,46207,B
20250424100011181,2,80462,S
20250424100011180,2,44982,S
20250424100011179,2,62722,S
20250424100011178,1,63721,S
20250424100011177,9,80169,B
20250424100011176,1,12501,S
20250424100011175,0,66150,S
20250424100011174,7,25637,B
20250424100011173,7,83697,B
20250424100011172,2,67412,S
20250424100011171,5,51285,B
20250424100011170,7,71317,B
20250424100011169,5,22575,B
20250424100011168,0,80250,S
20250424100011167,3,34393,S
20250424100011166,4,38894,S
20250424100011165,5,88235,B
20250424100011164,2,31172,S
20250424100011163,2,75732,S
20250424100011162,0,60300,S
20250424100011161,1,26731,S
20250424100011160,1,86681,S
20250424100011159,8,47698,B
20250424100011158,4,15214,S
20250424100011157,7,13767,B
20250424100011156,6,63286,B
20250424100011155,9,82749,B
20250424100011154,0,11780,S
20250424100011153,6,92996,B
20250424100011152,7,47797,B
20250424100011151,3,83993,S
20250424100011150,1,13151,S
20250424100011149,6,21436,B
20250424100011148,3,95593,S
20250424100011147,3,10753,S
20250424100011146,1,45041,S
20250424100011145,9,22109,B
20250424100011144,6,11696,B
20250424100011143,4,50184,S
20250424100011142,7,75757,B
20250424100011141,5,97665,B
20250424100011140,1,50161,S
20250424100011139,6,43176,B
20250424100011138,2,24732,S
20250424100011137,2,53742,S
20250424100011136,4,41484,S
20250424100011135,0,30340,S
20250424100011134,7,61467,B
20250424100011133,1,68761,S
20250424100011132,8,87998,B
20250424100011131,0,26390,S
20250424100011130,5,24215,B
20250424100011129,2,83342,S
20250424100011128,0,65050,S
20250424100011127,8,12588,B
20250424100011126,4,63354,S
20250424100011125,1,17391,S
20250424100011124,8,19948,B
20250424100011123,5,31085,B
20250424100011122,0,45550,S
20250424100011121,4,49824,S
20250424100011120,7,79427,B
20250424100011119,1,30821,S
20250424100011118,2,46352,S
20250424100011117,2,34112,S
20250424100011116,1,12751,S
20250424100011115,9,63459,B
20250424100011114,3,60463,S
20250424100011113,2,34992,S
20250424100011112,1,22231,S
20250424100011111,1,54401,S
20250424100011110,5,46045,B
20250424100011109,9,29889,B
20250424100011108,6,16756,B
20250424100011107,6,39796,B
20250424100011106,4,62044,S
20250424100011105,3,55073,S
20250424100011104,9,27719,B
20250424100011103,8,22378,B
20250424100011102,5,58745,B
20250424100011101,8,80018,B
20250424100011100,7,56317,B
20250424100011099,4,79804,S
20250424100011098,9,24769,B
20250424100011097,7,48597,B
20250424100011096,4,87784,S
20250424100011095,0,18610,S
20250424100011094,4,81964,S
20250424100011093,1,91601,S
20250424100011092,4,36934,S
20250424100011091,0,96400,S
20250424100011090,2,28122,S
20250424100011089,3,35383,S
20250424100011088,4,50974,S
20250424100011087,6,29436,B
20250424100011086,3,98243,S
20250424100011085,8,77978,B
20250424100011084,0,50020,S
20250424100011083,4,98444,S
20250424100011082,0,93570,S
20250424100011081,2,99642,S
20250424100011080,6,49996,B
20250424100011079,7,54707,B
20250424100011078,1,92571,S
20250424100011077,3,90823,S
20250424100011076,3,19753,S
20250424100011075,8,45818,B
20250424100011074,7,94187,B
20250424100011073,2,44232,S
20250424100011072,6,26006,B
20250424100011071,8,51398,B
20250424100011070,9,75299,B
20250424100011069,2,54842,S
20250424100011068,9,76299,B
20250424100011067,1,51751,S
20250424100011066,2,71792,S
20250424100011065,9,77839,B
20250424100011064,9,61509,B
20250424100011063,4,24354,S
20250424100011062,9,56089,B
20250424100011061,5,60115,B
20250424100011060,0,86790,S
20250424100011059,1,53701,S
20250424100011058,8,25048,B
20250424100011057,0,93000,S
20250424100011056,2,53742,S
20250424100011055,9,95219,B
20250424100011054,5,60165,B
20250424100011053,6,40126,B
20250424100011052,7,74887,B
20250424100011051,1,97831,S
20250424100011050,6,25116,B
20250424100011049,2,74332,S
20250424100011048,5,42705,B
20250424100011047,8,63208,B
20250424100011046,5,97285,B
20250424100011045,7,25117,B
20250424100011044,8,71618,B
20250424100011043,5,78995,B
20250424100011042,6,27756,B
20250424100011041,0,60400,S
20250424100011040,7,63617,B
20250424100011039,5,65125,B
20250424100011038,3,47173,S
20250424100011037,4,91374,S
20250424100011036,3,24233,S
20250424100011035,7,29267,B
20250424100011034,5,66545,B
20250424100011033,3,31393,S
20250424100011032,5,91705,B
20250424100011031,4,19924,S
20250424100011030,9,35139,B
20250424100011029,6,56016,B
20250424100011028,9,72439,B
20250424100011027,2,17702,S
20250424100011026,8,11698,B
20250424100011025,6,30276,B
20250424100011024,0,26090,S
20250424100011023,9,88599,B
20250424100011022,1,28261,S
20250424100011021,4,18754,S
20250424100011020,9,57219,B
20250424100011019,5,15545,B
20250424100011018,8,31478,B
20250424100011017,3,31963,S
20250424100011016,1,66081,S
20250424100011015,0,18260,S
20250424100011014,8,22578,B
20250424100011013,0,19320,S
20250424100011012,2,33522,S
20250424100011011,4,34774,S
20250424100011010,5,41265,B
20250424100011009,4,81444,S
20250424100011008,2,32412,S
20250424100011007,1,16861,S
20250424100011006,7,42717,B
20250424100011005,4,24624,S
20250424100011004,1,78241,S
20250424100011003,2,14782,S
20250424100011002,1,70481,S
20250424100011001,4,35214,S
20250424100011000,1,23741,S
20250424100010999,8,93548,B
20250424100010998,5,20155,B
20250424100010997,6,59416,B
20250424100010996,8,45598,B
20250424100010995,6,38496,B
20250424100010994,6,69936,B
20250424100010993,7,43157,B
20250424100010992,3,22123,S
20250424100010991,3,69083,S
20250424100010990,4,28864,S
20250424100010989,8,37728,B
20250424100010988,3,25843,S
20250424100010987,9,60759,B
20250424100010986,2,23152,S
20250424100010985,2,43772,S
20250424100010984,5,26225,B
20250424100010983,0,84260,S
20250424100010982,4,62944,S
20250424100010981,5,45505,B
20250424100010980,1,36711,S
20250424100010979,2,68132,S
20250424100010978,2,90742,S
20250424100010977,8,23938,B
20250424100010976,2,64742,S
20250424100010975,3,93563,S
20250424100010974,6,82736,B
20250424100010973,8,91648,B
20250424100010972,5,32555,B
20250424100010971,6,39526,B
20250424100010970,6,50046,B
20250424100010969,8,54128,B
20250424100010968,5,36625,B
20250424100010967,6,26166,B
20250424100010966,8,81118,B
20250424100010965,3,77073,S
20250424100010964,1,36751,S
20250424100010963,7,39377,B
20250424100010962,0,80330,S
20250424100010961,6,37036,B
20250424100010960,1,58881,S
20250424100010959,1,16771,S
20250424100010958,4,19124,S
20250424100010957,9,30359,B
20250424100010956,1,47591,S
20250424100010955,4,79494,S
20250424100010954,2,82352,S
20250424100010953,5,53625,B
20250424100010952,6,55356,B
20250424100010951,2,37002,S
20250424100010950,3,68003,S
20250424100010949,1,73071,S
20250424100010948,3,65293,S
20250424100010947,9,33659,B
20250424100010946,9,38159,B
20250424100010945,2,79052,S
20250424100010944,9,23219,B
20250424100010943,3,80113,S
20250424100010942,7,87627,B
20250424100010941,8,42788,B
20250424100010940,3,82893,S
20250424100010939,2,55012,S
20250424100010938,7,92317,B
20250424100010937,2,12162,S
20250424100010936,4,25144,S
20250424100010935,9,15239,B
20250424100010934,1,31341,S
20250424100010933,5,20655,B
20250424100010932,3,16333,S
20250424100010931,9,92059,B
20250424100010930,7,62297,B
20250424100010929,6,60766,B
20250424100010928,9,82389,B
20250424100010927,5,24735,B
20250424100010926,6,67786,B
20250424100010925,1,57501,S
20250424100010924,6,72416,B
20250424100010923,8,28358,B
20250424100010922,6,32266,B
20250424100010921,3,94633,S
20250424100010920,4,95744,S
20250424100010919,8,94638,B
20250424100010918,4,39644,S
20250424100010917,1,62081,S
20250424100010916,1,95901,S
20250424100010915,9,59739,B
20250424100010914,4,52454,S
20250424100010913,5,51975,B
20250424100010912,9,33509,B
20250424100010911,8,43148,B
20250424100010910,1,30091,S
20250424100010909,0,25200,S
20250424100010908,4,44004,S
20250424100010907,3,30533,S
20250424100010906,0,20010,S
20250424100010905,3,44673,S
20250424100010904,5,24545,B
20250424100010903,3,97943,S
20250424100010902,5,39735,B
20250424100010901,7,15787,B
20250424100010900,7,24087,B
20250424100010899,6,68876,B
20250424100010898,7,98777,B
20250424100010897,2,99712,S
20250424100010896,6,71536,B
20250424100010895,2,60882,S
20250424100010894,2,18622,S
20250424100010893,9,42979,B
20250424100010892,1,25651,S
20250424100010891,0,10310,S
20250424100010890,1,86501,S
20250424100010889,2,32672,S
20250424100010888,9,19939,B
20250424100010887,3,71063,S
20250424100010886,6,45576,B
20250424100010885,0,78980,S
20250424100010884,5,33825,B
20250424100010883,8,44958,B
20250424100010882,2,12622,S
20250424100010881,8,58528,B
20250424100010880,7,68837,B
20250424100010879,9,96879,B
20250424100010878,7,62597,B
20250424100010877,4,34014,S
20250424100010876,1,56591,S
20250424100010875,2,37092,S
20250424100010874,9,50679,B
20250424100010873,5,92495,B
20250424100010872,7,24317,B
20250424100010871,7,92417,B
20250424100010870,3,35283,S
20250424100010869,4,23614,S
20250424100010868,4,42484,S
20250424100010867,5,28385,B
20250424100010866,6,38856,B
20250424100010865,5,69135,B
20250424100010864,3,99473,S
20250424100010863,3,66373,S
20250424100010862,9,29099,B
20250424100010861,2,54812,S
20250424100010860,1,23831,S
20250424100010859,1,82401,S
20250424100010858,1,71281,S
20250424100010857,9,74999,B
20250424100010856,8,36838,B
20250424100010855,2,63972,S
20250424100010854,4,31384,S
20250424100010853,0,65970,S
20250424100010852,2,88982,S
20250424100010851,2,39852,S
20250424100010850,0,64700,S
20250424100010849,8,47148,B
20250424100010848,8,89118,B
20250424100010847,3,36563,S
20250424100010846,9,94419,B
20250424100010845,4,81274,S
20250424100010844,4,43534,S
20250424100010843,5,67135,B
20250424100010842,1,45041,S
20250424100010841,8,34548,B
20250424100010840,8,11128,B
20250424100010839,2,41162,S
20250424100010838,5,86315,B
20250424100010837,9,86199,B
20250424100010836,9,12679,B
20250424100010835,0,69560,S
20250424100010834,1,70981,S
20250424100010833,8,21958,B
20250424100010832,1,19611,S
20250424100010831,8,48038,B
20250424100010830,7,87397,B
20250424100010829,4,40434,S
20250424100010828,2,72382,S
20250424100010827,0,30470,S
20250424100010826,7,50217,B
20250424100010825,5,36405,B
20250424100010824,1,57831,S
20250424100010823,9,65199,B
20250424100010822,3,49183,S
20250424100010821,2,29532,S
20250424100010820,1,93361,S
20250424100010819,1,11691,S
20250424100010818,4,79344,S
20250424100010817,7,15247,B
20250424100010816,6,64016,B
20250424100010815,7,71307,B
20250424100010814,9,78089,B
20250424100010813,5,60205,B
20250424100010812,1,57431,S
20250424100010811,9,94819,B
20250424100010810,4,72794,S
20250424100010809,0,28370,S
20250424100010808,1,29631,S
20250424100010807,3,11443,S
20250424100010806,6,26156,B
20250424100010805,2,24562,S
20250424100010804,1,88581,S
20250424100010803,2,22672,S
20250424100010802,0,73270,S
20250424100010801,4,16234,S
20250424100010800,3,53733,S
20250424100010799,4,97974,S
20250424100010798,6,39666,B
20250424100010797,0,64120,S
20250424100010796,7,66487,B
20250424100010795,4,52144,S
20250424100010794,9,65859,B
20250424100010793,2,27852,S
20250424100010792,8,81228,B
20250424100010791,9,40509,B
20250424100010790,3,37103,S
20250424100010789,3,11693,S
20250424100010788,4,67164,S
20250424100010787,1,72691,S
20250424100010786,3,16463,S
20250424100010785,6,54256,B
20250424100010784,3,79053,S
20250424100010783,1,57901,S
20250424100010782,2,23482,S
20250424100010781,6,61226,B
20250424100010780,1,12541,S
20250424100010779,9,62349,B
20250424100010778,8,46418,B
20250424100010777,3,64693,S
20250424100010776,9,56599,B
20250424100010775,4,21484,S
20250424100010774,4,17014,S
20250424100010773,8,29028,B
20250424100010772,1,14251,S
20250424100010771,6,18546,B
20250424100010770,8,61498,B
20250424100010769,5,21565,B
20250424100010768,3,68413,S
20250424100010767,7,50097,B
20250424100010766,0,41050,S
20250424100010765,8,97928,B
20250424100010764,9,57719,B
20250424100010763,5,86855,B
20250424100010762,6,58706,B
20250424100010761,7,33367,B
20250424100010760,0,36440,S
20250424100010759,8,34568,B
20250424100010758,5,73675,B
20250424100010757,2,55492,S
20250424100010756,2,58052,S
20250424100010755,3,81323,S
20250424100010754,3,41113,S
20250424100010753,9,29019,B
20250424100010752,5,59875,B
20250424100010751,2,11922,S
20250424100010750,0,49410,S
20250424100010749,3,35173,S
20250424100010748,4,79624,S
20250424100010747,8,18208,B
20250424100010746,3,80723,S
20250424100010745,5,81765,B
20250424100010744,4,88884,S
20250424100010743,3,93413,S
20250424100010742,6,12086,B
20250424100010741,8,41058,B
20250424100010740,1,50641,S
20250424100010739,6,63406,B
20250424100010738,0,46070,S
20250424100010737,7,69097,B
20250424100010736,6,31596,B
20250424100010735,2,21962,S
20250424100010734,1,33161,S
20250424100010733,3,94373,S
20250424100010732,0,40970,S
20250424100010731,1,14401,S
20250424100010730,2,28952,S
20250424100010729,4,89694,S
20250424100010728,0,24180,S
20250424100010727,5,24935,B
20250424100010726,4,71374,S
20250424100010725,2,66012,S
20250424100010724,8,70508,B
20250424100010723,0,83140,S
20250424100010722,7,74557,B
20250424100010721,8,23908,B
20250424100010720,7,68937,B
20250424100010719,3,56153,S
20250424100010718,9,96179,B
20250424100010717,0,81910,S
20250424100010716,6,40806,B
20250424100010715,7,25917,B
20250424100010714,3,81803,S
20250424100010713,3,30943,S
20250424100010712,3,55513,S
20250424100010711,6,40686,B
20250424100010710,5,81015,B
20250424100010709,3,77603,S
20250424100010708,2,86212,S
20250424100010707,5,28715,B
20250424100010706,7,68327,B
20250424100010705,2,49162,S
20250424100010704,7,76467,B
20250424100010703,2,44192,S
20250424100010702,0,50510,S
20250424100010701,7,38667,B
20250424100010700,5,49645,B
20250424100010699,5,86505,B
20250424100010698,4,59714,S
20250424100010697,0,42330,S
20250424100010696,6,65356,B
20250424100010695,5,58485,B
20250424100010694,6,80296,B
20250424100010693,3,35263,S
20250424100010692,5,36035,B
20250424100010691,6,13896,B
20250424100010690,5,72805,B
20250424100010689,9,18459,B
20250424100010688,8,47088,B
20250424100010687,8,81538,B
20250424100010686,7,38997,B
20250424100010685,4,44154,S
20250424100010684,3,25653,S
20250424100010683,2,24932,S
20250424100010682,6,59426,B
20250424100010681,9,90719,B
20250424100010680,5,60345,B
20250424100010679,9,31209,B
20250424100010678,1,95531,S
20250424100010677,4,82344,S
20250424100010676,3,79593,S
20250424100010675,6,77876,B
20250424100010674,7,79117,B
20250424100010673,3,55043,S
20250424100010672,6,44436,B
20250424100010671,4,81224,S
20250424100010670,8,22418,B
20250424100010669,0,43540,S
20250424100010668,1,72061,S
20250424100010667,0,39510,S
20250424100010666,3,75653,S
20250424100010665,6,50766,B
20250424100010664,4,86564,S
20250424100010663,4,93344,S
20250424100010662,2,10762,S
20250424100010661,5,27315,B
20250424100010660,6,59376,B
20250424100010659,9,34749,B
20250424100010658,1,86901,S
20250424100010657,6,33846,B
20250424100010656,4,22234,S
20250424100010655,5,98845,B
20250424100010654,5,63495,B
20250424100010653,8,60998,B
20250424100010652,9,80209,B
20250424100010651,4,91494,S
20250424100010650,0,27990,S
20250424100010649,3,94573,S
20250424100010648,1,64971,S
20250424100010647,4,78454,S
20250424100010646,1,43271,S
20250424100010645,8,56858,B
20250424100010644,4,98214,S
20250424100010643,2,35392,S
20250424100010642,1,55581,S
20250424100010641,7,94617,B
20250424100010640,2,22932,S
20250424100010639,8,13428,B
20250424100010638,1,45201,S
20250424100010637,2,16502,S
20250424100010636,0,66020,S
20250424100010635,7,26607,B
20250424100010634,1,86291,S
20250424100010633,0,67110,S
20250424100010632,5,13955,B
20250424100010631,1,21661,S
20250424100010630,0,54220,S
20250424100010629,7,85587,B
20250424100010628,8,56848,B
20250424100010627,4,73334,S
20250424100010626,5,33265,B
20250424100010625,2,78422,S
20250424100010624,1,71761,S
20250424100010623,2,84772,S
20250424100010622,5,11505,B
20250424100010621,1,92991,S
20250424100010620,2,57222,S
20250424100010619,7,36457,B
20250424100010618,9,52149,B
20250424100010617,2,36462,S
20250424100010616,8,70208,B
20250424100010615,9,62439,B
20250424100010614,5,97085,B
20250424100010613,7,57967,B
20250424100010612,9,28419,B
20250424100010611,3,44423,S
20250424100010610,4,95864,S
20250424100010609,4,28744,S
20250424100010608,3,47703,S
20250424100010607,9,13369,B
20250424100010606,4,20134,S
20250424100010605,9,36429,B
20250424100010604,4,12744,S
20250424100010603,4,13714,S
20250424100010602,9,78269,B
20250424100010601,4,33324,S
20250424100010600,8,12018,B
20250424100010599,5,59755,B
20250424100010598,6,73016,B
20250424100010597,9,14949,B
20250424100010596,5,24525,B
20250424100010595,9,38159,B
20250424100010594,4,16884,S
20250424100010593,9,67839,B
20250424100010592,9,83129,B
20250424100010591,8,37918,B
20250424100010590,6,57686,B
20250424100010589,9,28279,B
20250424100010588,0,42120,S
20250424100010587,7,12917,B
20250424100010586,9,51099,B
20250424100010585,3,73053,S
20250424100010584,6,77756,B
20250424100010583,1,35631,S
20250424100010582,7,32317,B
20250424100010581,5,82565,B
20250424100010580,8,36308,B
20250424100010579,0,63180,S
20250424100010578,9,92879,B
20250424100010577,5,96995,B
20250424100010576,3,54273,S
20250424100010575,2,35912,S
20250424100010574,5,72105,B
20250424100010573,8,31758,B
20250424100010572,1,61581,S
20250424100010571,3,62783,S
20250424100010570,8,72518,B
20250424100010569,0,14180,S
20250424100010568,6,31086,B
20250424100010567,7,90957,B
20250424100010566,5,51465,B
20250424100010565,2,20512,S
20250424100010564,5,83195,B
20250424100010563,5,60895,B
20250424100010562,3,30423,S
20250424100010561,7,84287,B
20250424100010560,9,51819,B
20250424100010559,1,94651,S
20250424100010558,1,96881,S
20250424100010557,7,59447,B
20250424100010556,8,63778,B
20250424100010555,3,47223,S
20250424100010554,8,19008,B
20250424100010553,8,36048,B
20250424100010552,7,64437,B
20250424100010551,4,73714,S
20250424100010550,1,45921,S
20250424100010549,0,16440,S
20250424100010548,4,19224,S
20250424100010547,0,24930,S
20250424100010546,8,91198,B
20250424100010545,6,17336,B
20250424100010544,7,32037,B
20250424100010543,7,32727,B
20250424100010542,5,31755,B
20250424100010541,0,62060,S
20250424100010540,5,94645,B
20250424100010539,4,82664,S
20250424100010538,4,34324,S
20250424100010537,1,83751,S
20250424100010536,1,81591,S
20250424100010535,5,42395,B
20250424100010534,0,20320,S
20250424100010533,6,53016,B
20250424100010532,6,91006,B
20250424100010531,5,33665,B
20250424100010530,0,96680,S
20250424100010529,4,89574,S
20250424100010528,7,56867,B
20250424100010527,6,84126,B
20250424100010526,4,59014,S
20250424100010525,0,51510,S
20250424100010524,5,15895,B
20250424100010523,1,61051,S
20250424100010522,6,58836,B
20250424100010521,7,87627,B
20250424100010520,4,72074,S
20250424100010519,3,85403,S
20250424100010518,4,25914,S
20250424100010517,6,44456,B
20250424100010516,8,41778,B
20250424100010515,0,78230,S
20250424100010514,3,33213,S
20250424100010513,4,28464,S
20250424100010512,6,98996,B
20250424100010511,6,15746,B
20250424100010510,0,22880,S
20250424100010509,0,15920,S
20250424100010508,7,22657,B
20250424100010507,8,36378,B
20250424100010506,7,21317,B
20250424100010505,2,50602,S
20250424100010504,6,49706,B
20250424100010503,0,14060,S
20250424100010502,5,55755,B
20250424100010501,1,14181,S
20250424100010500,6,91606,B
20250424100010499,0,68660,S
20250424100010498,6,69226,B
20250424100010497,3,37323,S
20250424100010496,5,84975,B
20250424100010495,1,97991,S
20250424100010494,4,35064,S
20250424100010493,5,13905,B
20250424100010492,9,99279,B
20250424100010491,0,28360,S
20250424100010490,6,20866,B
20250424100010489,7,52567,B
20250424100010488,3,17513,S
20250424100010487,1,40451,S
20250424100010486,6,59936,B
20250424100010485,5,89365,B
20250424100010484,6,14176,B
20250424100010483,9,74819,B
20250424100010482,9,54819,B
20250424100010481,5,42775,B
20250424100010480,3,20573,S
20250424100010479,0,81140,S
20250424100010478,5,67625,B
20250424100010477,0,80770,S
20250424100010476,1,36701,S
20250424100010475,7,53597,B
20250424100010474,4,84874,S
20250424100010473,2,74782,S
20250424100010472,3,39513,S
20250424100010471,6,81776,B
20250424100010470,8,80508,B
20250424100010469,5,57775,B
20250424100010468,9,59349,B
20250424100010467,2,34502,S
20250424100010466,1,81411,S
20250424100010465,0,76800,S
20250424100010464,6,21866,B
20250424100010463,2,73132,S
20250424100010462,5,81985,B
20250424100010461,2,45892,S
20250424100010460,0,77090,S
20250424100010459,9,97319,B
20250424100010458,8,72318,B
20250424100010457,9,76259,B
20250424100010456,7,21397,B
20250424100010455,4,41204,S
20250424100010454,0,53370,S
20250424100010453,4,41174,S
20250424100010452,5,40055,B
20250424100010451,2,99452,S
20250424100010450,0,24450,S
20250424100010449,3,87033,S
20250424100010448,0,47060,S
20250424100010447,5,16875,B
20250424100010446,9,29859,B
20250424100010445,4,52754,S
20250424100010444,6,24296,B
20250424100010443,0,23940,S
20250424100010442,8,99628,B
20250424100010441,1,15361,S
20250424100010440,7,81307,B
20250424100010439,3,37543,S
20250424100010438,4,23654,S
20250424100010437,1,54431,S
20250424100010436,1,57031,S
20250424100010435,9,64529,B
20250424100010434,9,21079,B
20250424100010433,6,88926,B
20250424100010432,0,67870,S
20250424100010431,6,44626,B
20250424100010430,2,36452,S
20250424100010429,5,25015,B
20250424100010428,6,40446,B
20250424100010427,2,28402,S
20250424100010426,3,36133,S
20250424100010425,8,33898,B
20250424100010424,2,23432,S
20250424100010423,2,62962,S
20250424100010422,4,63684,S
20250424100010421,3,53663,S
20250424100010420,4,36354,S
20250424100010419,7,29037,B
20250424100010418,8,33138,B
20250424100010417,5,24505,B
20250424100010416,6,33086,B
20250424100010415,7,57587,B
20250424100010414,2,76292,S
20250424100010413,5,16015,B
20250424100010412,3,46693,S
20250424100010411,9,95939,B
20250424100010410,9,44609,B
20250424100010409,3,95383,S
20250424100010408,4,11664,S
20250424100010407,8,36588,B
20250424100010406,5,22425,B
20250424100010405,0,96560,S
20250424100010404,0,56110,S
20250424100010403,2,41172,S
20250424100010402,8,54178,B
20250424100010401,5,40345,B
20250424100010400,7,51777,B
20250424100010399,5,67795,B
20250424100010398,3,69933,S
20250424100010397,9,96619,B
20250424100010396,3,47233,S
20250424100010395,2,49382,S
20250424100010394,2,57222,S
20250424100010393,6,71406,B
20250424100010392,3,40003,S
20250424100010391,9,15379,B
20250424100010390,8,97788,B
20250424100010389,0,77760,S
20250424100010388,2,94502,S
20250424100010387,4,48744,S
20250424100010386,4,23704,S
20250424100010385,2,35752,S
20250424100010384,9,63609,B
20250424100010383,0,97590,S
20250424100010382,5,12665,B
20250424100010381,8,37518,B
20250424100010380,6,79416,B
20250424100010379,4,33024,S
20250424100010378,6,35116,B
20250424100010377,8,20338,B
20250424100010376,1,70161,S
20250424100010375,9,57529,B
20250424100010374,6,64206,B
20250424100010373,1,74581,S
20250424100010372,5,11055,B
20250424100010371,6,11526,B
20250424100010370,6,72336,B
20250424100010369,9,73149,B
20250424100010368,9,87059,B
20250424100010367,8,60088,B
20250424100010366,2,73422,S
20250424100010365,4,72804,S
20250424100010364,6,65066,B
20250424100010363,5,83065,B
20250424100010362,8,39558,B
20250424100010361,3,24813,S
20250424100010360,9,72659,B
20250424100010359,3,79843,S
20250424100010358,0,83690,S
20250424100010357,0,34790,S
20250424100010356,2,67892,S
20250424100010355,6,21346,B
20250424100010354,6,33636,B
20250424100010353,1,58831,S
20250424100010352,2,96322,S
20250424100010351,4,68244,S
20250424100010350,2,98862,S
20250424100010349,5,84865,B
20250424100010348,4,63554,S
20250424100010347,8,67808,B
20250424100010346,1,42341,S
20250424100010345,7,65847,B
20250424100010344,5,46885,B
20250424100010343,3,36023,S
20250424100010342,0,70580,S
20250424100010341,8,57748,B
20250424100010340,7,76627,B
20250424100010339,6,29876,B
20250424100010338,8,31138,B
20250424100010337,1,15081,S
20250424100010336,7,62437,B
20250424100010335,8,45528,B
20250424100010334,4,23244,S
20250424100010333,9,21469,B
20250424100010332,5,53645,B
20250424100010331,5,82105,B
20250424100010330,5,80135,B
20250424100010329,8,34698,B
20250424100010328,6,39126,B
20250424100010327,7,14007,B
20250424100010326,0,78050,S
20250424100010325,6,19816,B
20250424100010324,9,95729,B
20250424100010323,7,17767,B
20250424100010322,4,30664,S
20250424100010321,9,76859,B
20250424100010320,5,32635,B
20250424100010319,1,18251,S
20250424100010318,6,72316,B
20250424100010317,9,87519,B
20250424100010316,5,54725,B
20250424100010315,1,19871,S
20250424100010314,5,41145,B
20250424100010313,3,70973,S
20250424100010312,7,59067,B
20250424100010311,7,12147,B
20250424100010310,5,89605,B
20250424100010309,9,42379,B
20250424100010308,0,37390,S
20250424100010307,4,94514,S
20250424100010306,5,81725,B
20250424100010305,3,79413,S
20250424100010304,8,30708,B
20250424100010303,1,70271,S
20250424100010302,4,63604,S
20250424100010301,1,98821,S
20250424100010300,9,60389,B
20250424100010299,5,62525,B
20250424100010298,0,90900,S
20250424100010297,5,25025,B
20250424100010296,8,83658,B
20250424100010295,7,66387,B
20250424100010294,8,32908,B
20250424100010293,0,13740,S
20250424100010292,2,61212,S
20250424100010291,6,34066,B
20250424100010290,8,39318,B
20250424100010289,2,63412,S
20250424100010288,1,72561,S
20250424100010287,4,54914,S
20250424100010286,0,76580,S
20250424100010285,2,93672,S
20250424100010284,3,88243,S
20250424100010283,0,28990,S
20250424100010282,5,35615,B
20250424100010281,3,95953,S
20250424100010280,2,10492,S
20250424100010279,3,12263,S
20250424100010278,5,70305,B
20250424100010277,6,39756,B
20250424100010276,8,21238,B
20250424100010275,4,43454,S
20250424100010274,3,33853,S
20250424100010273,3,96203,S
20250424100010272,5,65425,B
20250424100010271,4,13084,S
20250424100010270,8,31158,B
20250424100010269,8,16428,B
20250424100010268,5,57535,B
20250424100010267,5,31915,B
20250424100010266,2,99162,S
20250424100010265,0,20390,S
20250424100010264,2,60372,S
20250424100010263,0,85660,S
20250424100010262,3,64003,S
20250424100010261,3,83953,S
20250424100010260,8,10918,B
20250424100010259,0,92630,S
20250424100010258,5,79775,B
20250424100010257,1,86711,S
20250424100010256,7,97757,B
20250424100010255,5,82525,B
20250424100010254,8,92908,B
20250424100010253,7,52427,B
20250424100010252,1,70121,S
20250424100010251,2,59202,S
20250424100010250,7,82587,B
20250424100010249,8,98918,B
20250424100010248,1,16021,S
20250424100010247,0,12590,S
20250424100010246,0,94000,S
20250424100010245,7,44237,B
20250424100010244,8,48838,B
20250424100010243,0,15730,S
20250424100010242,7,98787,B
20250424100010241,6,18806,B
20250424100010240,4,47394,S
20250424100010239,4,47584,S
20250424100010238,9,32869,B
20250424100010237,6,61286,B
20250424100010236,7,95937,B
20250424100010235,4,22854,S
20250424100010234,3,54143,S
20250424100010233,6,76896,B
20250424100010232,0,67790,S
20250424100010231,5,54095,B
